16:00,31,رمضان فُرصتك,https://youtube.com/embed/IN7cOsCV6ic?si=5SBLyLEBLGj8Ag6D,ما معنى أن تصوم رمضان إيمانًا واحتسابًا؟,التثقيف بالفيديو
16:00,33,عُلوُّ الهمّة,https://youtube.com/embed/gtM9f90ZleA?si=BfN8VsBACuLWuW9g,وجب على المسلم طلب معالي الأمور، استخرج من المقطع الحديث الدّالّ على ذلك.,التثقيف بالفيديو
16:00,35,القراءة في رمضان ,https://youtube.com/embed/mEAMxlOVTBg?si=yceeBqKNRxsUtqee,لماذا علينا ألَّا نضيع قضية القراءة في شهر رمضان؟,التثقيف بالفيديو
16:00,37,صيام الجوارح,https://youtube.com/embed/YAZ7pV0v_iM?si=NZhs1Wxkx9UjD0Co,ما الغرض والغاية من فرضِ الصيام؟ وكيف نحقق ذلك الغرض؟,التثقيف بالفيديو
16:00,39,إصلاح القلب ,https://youtube.com/embed/5lnKAcONXnA?si=dRt79S87dC4lYj7C,اذكر ثلاثة أشياء تساعد على إصلاح القلوب، ذكرًا مختصرًا بدون شرح.,التثقيف بالفيديو
15:00,41,الصّبر,https://youtube.com/embed/8AcU3rN6VpA?si=8h_ZWPRO1vvZ-lvv,ما هو تعريف الصبر؟ وما هي أنواعه -دون شرحٍ-؟,التثقيف بالفيديو
15:00,43,تدبر القرآن ,https://youtube.com/embed/lqYHIULfrl8?si=IS1kF8RprtQMTDY1,متى يعيش العبد معنى الآيات؟.,التثقيف بالفيديو
15:00,45,التوبة ,https://youtube.com/embed/lzsNnorhfu8?si=qkzDMdY3HvAA5hfO,ما هي شروط صحة التوبة؟,التثقيف بالفيديو
15:00,47,الفتور في العبادة ,https://youtube.com/embed/VuDeQbj3FZc?si=oeL9NqZQL1iMlhrt,كيف نعالج الفتور في العبادة بالعشر الأواخر من رمضان؟,التثقيف بالفيديو
15:00,49,ليلة القدر ,https://youtube.com/embed/G8aVNsgI3Kc?si=fhAddbSg-zjFC2DS,ما الدعاء الذي أوصى به النبي صلى الله عليه وسلم في ليلة القدر؟,التثقيف بالفيديو
17:00,51,مركزيّة الصّلاة ,https://youtube.com/embed/sqY0cqxEKOY?si=Uk3bffL0aNaVktiz,كيف وصف الإمام ابن القيم الصلاة؟,التثقيف بالفيديو
17:00,53,ثمرات الذِّكر ,https://youtube.com/embed/TvgHb2jTWjs?si=y0vUrvVBxzcepCTt,ما هو أثر الذكر على الجوارح؟ وما الآية القرآنية الدالة على ذلك؟,التثقيف بالفيديو
17:00,55,صلة الرّحم,https://youtube.com/embed/neqcDjahPtQ?si=lzlxBbsFQG-GHwNF,"قال المحاضر: صلة الأرحام سعادة ووقارٌ، تآلفٌ وتراحمٌ. 
اذكر لنا حديثا نبويا واحدًا استشهد به في ذلك.",التثقيف بالفيديو
17:00,57,أثر معرفة الله ,https://youtube.com/embed/3HNqCKKRGNU?si=5XwaicV5w9pDb9yB,مَن كان بالله أعرف كان منه أخوف، اذكر الآية التي استشهد بها المُحاضر على هذا المعنى.,التثقيف بالفيديو
17:00,59,طاعات الخلوات ,https://youtube.com/embed/QfAAqCIDsPE?si=OudUmjiaZs77rs9_,ما هي أحب الأعمال إلى الله؟,التثقيف بالفيديو
16:00,32,رمضان فُرصتك,https://youtube.com/embed/IN7cOsCV6ic?si=5SBLyLEBLGj8Ag6D,ما معنى أن تصوم رمضان إيمانًا واحتسابًا؟,التثقيف بالفيديو
16:00,34,عُلوُّ الهمّة,https://youtube.com/embed/gtM9f90ZleA?si=BfN8VsBACuLWuW9g,وجب على المسلم طلب معالي الأمور، استخرج من المقطع الحديث الدّالّ على ذلك.,التثقيف بالفيديو
16:00,36,القراءة في رمضان ,https://youtube.com/embed/gtM9f90ZleA?si=BfN8VsBACuLWuW9g,لماذا علينا ألَّا نضيع قضية القراءة في شهر رمضان؟,التثقيف بالفيديو
16:00,38,صيام الجوارح,https://youtube.com/embed/YAZ7pV0v_iM?si=NZhs1Wxkx9UjD0Co,ما الغرض والغاية من فرضِ الصيام؟ وكيف نحقق ذلك الغرض؟,التثقيف بالفيديو
16:00,40,إصلاح القلب ,https://youtube.com/embed/5lnKAcONXnA?si=dRt79S87dC4lYj7C,اذكر ثلاثة أشياء تساعد على إصلاح القلوب، ذكرًا مختصرًا بدون شرح.,التثقيف بالفيديو
15:00,42,الصّبر,https://youtube.com/embed/8AcU3rN6VpA?si=8h_ZWPRO1vvZ-lvv,ما هو تعريف الصبر؟ وما هي أنواعه -دون شرحٍ-؟,التثقيف بالفيديو
15:00,44,تدبر القرآن ,https://youtube.com/embed/lqYHIULfrl8?si=IS1kF8RprtQMTDY1,متى يعيش العبد معنى الآيات؟.,التثقيف بالفيديو
15:00,46,التوبة ,https://youtube.com/embed/lzsNnorhfu8?si=qkzDMdY3HvAA5hfO,ما هي شروط صحة التوبة؟,التثقيف بالفيديو
15:00,48,الفتور في العبادة ,https://youtube.com/embed/VuDeQbj3FZc?si=oeL9NqZQL1iMlhrt,كيف نعالج الفتور في العبادة بالعشر الأواخر من رمضان؟,التثقيف بالفيديو
15:00,59,ليلة القدر ,https://youtube.com/embed/G8aVNsgI3Kc?si=fhAddbSg-zjFC2DS,ما الدعاء الذي أوصى به النبي صلى الله عليه وسلم في ليلة القدر؟,التثقيف بالفيديو
17:00,52,مركزيّة الصّلاة ,https://youtube.com/embed/sqY0cqxEKOY?si=Uk3bffL0aNaVktiz,كيف وصف الإمام ابن القيم الصلاة؟,التثقيف بالفيديو
17:00,54,ثمرات الذِّكر ,https://youtube.com/embed/TvgHb2jTWjs?si=y0vUrvVBxzcepCTt,ما هو أثر الذكر على الجوارح؟ وما الآية القرآنية الدالة على ذلك؟,التثقيف بالفيديو
17:00,56,صلة الرّحم,https://youtube.com/embed/neqcDjahPtQ?si=lzlxBbsFQG-GHwNF,"قال المحاضر: صلة الأرحام سعادة ووقارٌ، تآلفٌ وتراحمٌ. 
اذكر لنا حديثا نبويا واحدًا استشهد به في ذلك.",التثقيف بالفيديو
17:00,58,أثر معرفة الله ,https://youtube.com/embed/3HNqCKKRGNU?si=5XwaicV5w9pDb9yB,مَن كان بالله أعرف كان منه أخوف، اذكر الآية التي استشهد بها المُحاضر على هذا المعنى.,التثقيف بالفيديو
17:00,60,طاعات الخلوات ,https://youtube.com/embed/QfAAqCIDsPE?si=OudUmjiaZs77rs9_,ما هي أحب الأعمال إلى الله؟,التثقيف بالفيديو
15:00,31,الأول,null,ما صفة الماء الذي تحصل به الطهارة؟,فقه
15:00,32,الثاني,null,اذكر ثلاثاً مما يحرم فعله أثناء قضاء الحاجة.,فقه
15:00,33,الثالث,null,اذكر  أربعاً من مبطلات الصلاة.,فقه
15:00,34,الرابع,null,من مكروهات الصلاة الالتفات اليسير، فما هو الالتفات؟ ومتى يكون غير مكروه؟ ,فقه
15:00,35,الخامس,null,بمَ تدرك الجماعة، وما دليلك من السنة؟,فقه
15:00,36,السادس,null,ما حكم مانع الزكاة بخلاً؟ ,فقه
15:00,37,السابع,null,ما حكم زكاة الفطر؟ وما الدليل على ذلك؟,فقه
15:00,38,الثامن,null,ماذا يتوجبُ على مَن أفطر يومًا مِن رمضان بغير عذر؟ ,فقه
15:00,39,التاسع,null,ماذا يجبُ على مَن أراد أن يضحِّي إذا دخلت عشر ذي الحجة؟,فقه
15:00,40,العاشر,null,ما حكم أسرى الكفار؟,فقه
17:00,41,الحادي عشر,null, ما حكم البيع بالتقسيط، مع ذكر الدليل؟,فقه
17:00,42,الثاني عشر,null,هل يجوز للمسلم أن يقرض أخاه بشرط أن يقرضه بعد ذلك إذا ردّ عليه قرضه؟ مع توضيح السبب.,فقه
